,Entity,Code,Year,yaws,polio,guinea worm,rabies,malaria,hiv/aids,tuberculosis,smallpox,cholera,date
5897,Middle East & North Africa (WB),,2005,,,,91.902916,410590.56,6896.931,111374.96,,,2005-01-01
5927,Middle Income (WB),,2005,,,,2215.9084,2983763.5,831151.44,1899828.6,,,2005-01-01
5956,Moldova,MDA,2005,,0.0,0.0,0.18079686,0.0,509.3308,3766.0273,,,2005-01-01
6008,Monaco,MCO,2005,,0.0,0.0,0.0008160731,0.0,1.1668278,4.9330273,,,2005-01-01
6052,Mongolia,MNG,2005,,0.0,0.0,0.14235774,0.0,12.794921,3195.993,,0.0,2005-01-01
6111,Montenegro,MNE,2005,,,0.0,0.00061184244,0.0,5.1980724,61.78975,,,2005-01-01
6139,Morocco,MAR,2005,,0.0,0.0,2.1248474,0.0,1531.6356,33824.434,,,2005-01-01
6185,Mozambique,MOZ,2005,,0.0,0.0,107.10525,8323754.5,157486.95,50715.754,,2226.0,2005-01-01
6234,Myanmar,MMR,2005,,0.0,0.0,935.95337,843275.9,21501.0,137639.17,,,2005-01-01
6297,Namibia,NAM,2005,,0.0,0.0,1.1825008,84122.97,15985.553,8243.0625,,0.0,2005-01-01
6347,Nauru,NRU,2005,,0.0,0.0,0.00090886455,0.0,0.7908513,7.1791406,,,2005-01-01
6394,Nepal,NPL,2005,,4.0,0.0,632.526,39655.137,4438.1064,58240.7,,,2005-01-01
6452,Netherlands,NLD,2005,,0.0,0.0,0.29594558,0.0,608.6895,974.00415,,4.0,2005-01-01
6499,New Zealand,NZL,2005,,0.0,0.0,0.008661624,0.0,70.130554,433.38232,,1.0,2005-01-01
6543,Nicaragua,NIC,2005,,0.0,0.0,0.0029499093,12512.95,595.56146,1554.5823,,,2005-01-01
6586,Niger,NER,2005,,11.0,183.0,209.386,3841558.2,4253.446,20264.145,,553.0,2005-01-01
6634,Nigeria,NGA,2005,,922.0,120.0,1399.3885,57458756.0,157813.69,336283.62,,4477.0,2005-01-01
6686,Niue,NIU,2005,,0.0,0.0,0.00022971147,0.0,0.108218275,0.75068706,,,2005-01-01
6722,North America,,2005,,,,,,,,,19.0,2005-01-01
6753,North America (WB),,2005,,,,4.180383,0.0,45106.367,14182.302,,,2005-01-01
6792,North Korea,PRK,2005,,0.0,0.0,22.659765,25092.736,1119.6819,34737.023,,,2005-01-01
6825,North Macedonia,MKD,2005,,0.0,0.0,0.014131639,0.0,6.828818,408.00775,,,2005-01-01
6869,Northern Ireland,,2005,,,,0.008321612,0.0,152.61852,83.85066,,,2005-01-01
6899,Northern Mariana Islands,MNP,2005,,,,0.0016764421,0.0,1.909718,34.04026,,,2005-01-01
6939,Norway,NOR,2005,,0.0,0.0,0.22869867,0.0,163.86966,398.54648,,1.0,2005-01-01
6972,OECD Countries,,2005,,,,14.044436,16119.085,83712.65,174137.98,,,2005-01-01
7014,Oceania,,2005,,,,,,,,,3.0,2005-01-01
7053,Oman,OMN,2005,,0.0,0.0,0.00061986357,0.0,107.74296,482.61588,,,2005-01-01
7097,Pakistan,PAK,2005,,31.0,0.0,1498.2041,2586891.5,2183.008,516835.25,,,2005-01-01
7149,Palau,PLW,2005,,0.0,0.0,0.050258126,0.0,1.6155294,8.74708,,,2005-01-01
7171,Palestine,PSE,2005,,0.0,,0.007349416,0.0,15.633945,248.16217,,,2005-01-01
7223,Panama,PAN,2005,,0.0,0.0,0.0018674424,8081.4897,829.12555,1192.067,,,2005-01-01
7275,Papua New Guinea,PNG,2005,,0.0,0.0,0.98077613,1109577.9,5727.743,8383.01,,0.0,2005-01-01
7310,Paraguay,PRY,2005,,0.0,0.0,0.050398406,1015.4468,1095.0577,1868.3507,,,2005-01-01
7353,Peru,PER,2005,,0.0,0.0,2.6764383,178890.88,4438.517,26754.705,,,2005-01-01
7396,Philippines,PHL,2005,,0.0,0.0,603.49744,77188.336,10500.14,136843.9,,139.0,2005-01-01
7458,Poland,POL,2005,,0.0,0.0,0.0431285,0.0,714.29266,8639.083,,1.0,2005-01-01
7501,Portugal,PRT,2005,,0.0,0.0,0.021479245,0.0,1014.279,2018.0867,,,2005-01-01
7537,Puerto Rico,PRI,2005,,,,0.0052269925,0.0,331.59662,173.63458,,,2005-01-01
7577,Qatar,QAT,2005,,0.0,0.0,0.40064597,0.0,2.2931893,169.29103,,2.0,2005-01-01
7610,Region of the Americas (WHO),,2005,,,,28.317225,2483521.2,159401.4,192483.44,,,2005-01-01
7664,Romania,ROU,2005,,0.0,0.0,3.3697693,0.0,870.36224,13810.938,,,2005-01-01
7696,Russia,RUS,2005,,0.0,0.0,11.346579,0.0,26178.205,240824.75,,,2005-01-01
7753,Rwanda,RWA,2005,,0.0,0.0,71.95534,465251.75,14961.35,21463.086,,89.0,2005-01-01
7812,Saint Kitts and Nevis,KNA,2005,,0.0,0.0,0.0013633978,0.0,25.651402,13.124715,,,2005-01-01
7855,Saint Lucia,LCA,2005,,0.0,0.0,0.0050948095,0.0,16.441008,26.777166,,,2005-01-01
7898,Saint Vincent and the Grenadines,VCT,2005,,0.0,0.0,0.0045912475,0.0,23.30142,21.040112,,,2005-01-01
7941,Samoa,WSM,2005,,0.0,0.0,0.023983072,0.0,12.237221,87.82926,,,2005-01-01
7981,San Marino,SMR,2005,,0.0,0.0,0.007409552,0.0,0.97659636,1.8738953,,,2005-01-01
8027,Sao Tome and Principe,STP,2005,,0.0,0.0,0.32477707,56895.77,1.6793561,134.60483,,1966.0,2005-01-01
8070,Saudi Arabia,SAU,2005,,0.0,0.0,1.2843888,201.8597,604.4744,13842.837,,,2005-01-01
8110,Scotland,,2005,,,,0.027225636,0.0,1324.9923,372.01355,,,2005-01-01
8150,Senegal,SEN,2005,,0.0,0.0,58.48172,1016103.4,4933.18,17914.504,,31719.0,2005-01-01
8197,Serbia,SRB,2005,,0.0,0.0,0.06226237,0.0,244.97493,1505.4417,,,2005-01-01
8217,Serbia and Montenegro,OWID_SRM,2005,,0.0,,,,,,,,2005-01-01
8247,Seychelles,SYC,2005,,0.0,0.0,0.0010045872,0.0,8.017339,26.949636,,0.0,2005-01-01
8289,Sierra Leone,SLE,2005,,0.0,0.0,33.516518,2115635.5,5850.659,14418.882,,6.0,2005-01-01
8335,Singapore,SGP,2005,,0.0,0.0,,,,,,,2005-01-01
8380,Slovakia,SVK,2005,,0.0,0.0,0.023430469,0.0,17.100637,459.57703,,,2005-01-01
8423,Slovenia,SVN,2005,,0.0,0.0,0.012129788,0.0,8.308318,206.63052,,,2005-01-01
8483,Solomon Islands,SLB,2005,,0.0,0.0,0.06794867,67523.76,36.93609,192.47334,,,2005-01-01
8510,Somalia,SOM,2005,,205.0,0.0,96.458725,1519288.4,5203.87,49098.754,,,2005-01-01
8565,South Africa,ZAF,2005,,0.0,0.0,25.266161,16703.615,566498.56,187378.97,,3503.0,2005-01-01
8600,South America,,2005,,,,,,,,,5.0,2005-01-01
8620,South Asia (WB),,2005,,,,12432.277,32910082.0,125826.54,4040462.5,,,2005-01-01
8658,South Korea,KOR,2005,,0.0,0.0,,,,,,,2005-01-01
8717,South Sudan,SSD,2005,,,0.0,47.084866,2452541.5,9271.289,19484.914,,,2005-01-01
8750,South-East Asia,,2005,,465.0,,,,,,,,2005-01-01
8781,South-East Asia Region (WHO),,2005,,,,12155.377,31867738.0,189184.47,4235317.0,,,2005-01-01
8821,Spain,ESP,2005,,0.0,0.0,0.01649211,0.0,1516.6447,5184.7056,,,2005-01-01
8869,Sri Lanka,LKA,2005,,0.0,0.0,69.71962,3688.2432,101.5707,7993.2534,,,2005-01-01
8909,Sub-Saharan Africa (WB),,2005,,,,4996.116,220646220.0,2041102.9,1888297.4,,,2005-01-01
8949,Sudan,SDN,2005,,30.0,5569.0,2.0611174,1800054.6,7521.3325,11591.535,,,2005-01-01
8993,Suriname,SUR,2005,,0.0,0.0,0.06462788,21174.213,187.10103,66.743904,,,2005-01-01
9036,Sweden,SWE,2005,,0.0,0.0,0.011638207,0.0,130.674,789.1062,,,2005-01-01
9084,Switzerland,CHE,2005,,0.0,0.0,0.022621758,0.0,411.58084,505.9904,,,2005-01-01
9129,Syria,SYR,2005,,0.0,0.0,2.0250614,0.0,34.238544,2278.1265,,,2005-01-01
9169,Taiwan,TWN,2005,,,,0.020282146,0.0,1861.0,12882.639,,,2005-01-01
9199,Tajikistan,TJK,2005,,0.0,0.0,0.24783707,216869.03,155.76343,4428.457,,,2005-01-01
9252,Tanzania,TZA,2005,,0.0,0.0,259.1385,8967184.0,133241.08,94548.3,,2945.0,2005-01-01
9300,Thailand,THA,2005,,0.0,0.0,6.5704985,63942.13,34188.805,110359.23,,,2005-01-01
9365,Togo,TGO,2005,,0.0,73.0,23.114672,2638196.5,10878.77,9494.166,,1320.0,2005-01-01
9400,Tokelau,TKL,2005,,,,0.00016164227,0.0,0.08658439,0.58606154,,,2005-01-01
9440,Tonga,TON,2005,,0.0,0.0,0.0080054505,0.0,3.3897128,32.250477,,,2005-01-01
9483,Trinidad and Tobago,TTO,2005,,0.0,0.0,0.0033379032,0.0,475.30167,167.95561,,,2005-01-01
9526,Tunisia,TUN,2005,,0.0,0.0,0.31732515,0.0,217.40019,2150.399,,,2005-01-01
9572,Turkey,TUR,2005,,0.0,0.0,3.8509734,2117.2468,399.6963,21450.227,,,2005-01-01
9606,Turkmenistan,TKM,2005,,0.0,0.0,6.9682274,0.0,279.1585,2881.36,,,2005-01-01
9659,Tuvalu,TUV,2005,,0.0,0.0,0.0015154033,0.0,0.7018177,6.0157266,,,2005-01-01
9699,Uganda,UGA,2005,,0.0,9.0,110.25409,11429883.0,112494.97,54934.355,,4924.0,2005-01-01
9739,Ukraine,UKR,2005,,0.0,0.0,4.718105,0.0,13081.719,56554.543,,,2005-01-01
9792,United Arab Emirates,ARE,2005,,0.0,0.0,0.16251147,0.0,71.84945,1174.097,,,2005-01-01
9837,United Kingdom,GBR,2005,,0.0,0.0,0.27819586,0.0,5269.723,9876.246,,,2005-01-01
9888,United States,USA,2005,,0.0,0.0,4.110508,0.0,43005.906,12454.038,,12.0,2005-01-01
9921,United States Virgin Islands,VIR,2005,,,,0.0010940329,0.0,12.831937,8.309872,,,2005-01-01
9961,Uruguay,URY,2005,,0.0,0.0,0.0038996574,0.0,511.24533,565.3095,,,2005-01-01
9993,Uzbekistan,UZB,2005,,0.0,0.0,52.114132,377.36942,1248.2169,23354.49,,,2005-01-01
10054,Vanuatu,VUT,2005,,0.0,0.0,0.023807697,41453.793,16.487432,127.93175,,,2005-01-01
10090,Venezuela,VEN,2005,,0.0,0.0,1.3026294,119942.336,4784.5464,5453.0576,,,2005-01-01
10133,Vietnam,VNM,2005,,0.0,0.0,143.66145,58266.5,14564.047,142971.36,,0.0,2005-01-01
10187,Wales,,2005,,,,0.013079674,0.0,451.0355,181.81017,,,2005-01-01
10227,Western Pacific,,2005,,2.0,,,,,,,,2005-01-01
10258,Western Pacific Region (WHO),,2005,,,,2950.1814,1609755.8,109339.63,1505878.0,,,2005-01-01
10307,World,OWID_WRL,2005,,2699.0,10674.0,21867.473,260586900.0,2575749.8,8955053.0,0.0,131879.0,2005-01-01
10401,Yemen,YEM,2005,,956.0,0.0,1.7915593,366896.38,394.01987,7651.4014,,,2005-01-01
10453,Zambia,ZMB,2005,,0.0,0.0,40.182533,2920311.5,80776.37,29386.873,,1503.0,2005-01-01
10499,Zimbabwe,ZWE,2005,,0.0,0.0,15.793024,1870349.6,106125.695,42428.54,,516.0,2005-01-01
22,Afghanistan,AFG,2006,,34.0,0.0,3.929627,605759.0,252.45116,24318.215,,,2006-01-01
71,Africa,,2006,,1347.0,,,,,,,234226.0,2006-01-01
113,African Region (WHO),,2006,,,,4917.784,220825820.0,1979671.6,1858906.0,,,2006-01-01
153,Albania,ALB,2006,,0.0,0.0,0.011053416,0.0,2.705119,140.29532,,,2006-01-01
196,Algeria,DZA,2006,,0.0,0.0,1.4968573,21.855423,659.29315,7308.8574,,0.0,2006-01-01
238,American Samoa,ASM,2006,,,,0.005267794,0.0,1.3123628,8.018724,,,2006-01-01
278,Americas,,2006,,0.0,,,,,,,,2006-01-01
300,Andorra,AND,2006,,0.0,0.0,8.8797686e-05,0.0,4.244847,3.9388938,,,2006-01-01
361,Angola,AGO,2006,,2.0,0.0,13.443765,5747149.0,23393.164,52816.234,,67257.0,2006-01-01
411,Antigua and Barbuda,ATG,2006,,0.0,0.0,0.0021605596,0.0,10.608372,24.807974,,,2006-01-01
454,Argentina,ARG,2006,,0.0,0.0,0.55728906,198.4892,7919.3257,5442.091,,,2006-01-01
486,Armenia,ARM,2006,,0.0,0.0,3.9187043,13.808646,40.95977,1451.2924,,,2006-01-01
571,Asia,,2006,,,,,,,,,2472.0,2006-01-01
613,Australia,AUS,2006,,0.0,0.0,0.018252635,0.0,978.9934,1191.7349,,3.0,2006-01-01
660,Austria,AUT,2006,,0.0,0.0,0.007989534,0.0,617.74524,683.8261,,,2006-01-01
692,Azerbaijan,AZE,2006,,0.0,0.0,8.745838,520.0787,98.803925,6337.636,,,2006-01-01
746,Bahamas,BHS,2006,,0.0,0.0,0.0014347257,0.0,211.41199,49.121674,,,2006-01-01
789,Bahrain,BHR,2006,,0.0,0.0,0.0049647135,0.0,10.473832,241.38885,,,2006-01-01
837,Bangladesh,BGD,2006,,20.0,0.0,451.84375,668152.94,623.5576,284089.44,,,2006-01-01
910,Barbados,BRB,2006,,0.0,0.0,0.0057264194,0.0,66.83081,23.43769,,,2006-01-01
942,Belarus,BLR,2006,,0.0,0.0,20.782568,0.0,674.9848,5228.134,,,2006-01-01
996,Belgium,BEL,2006,,0.0,0.0,0.014295293,0.0,1184.9729,946.25586,,,2006-01-01
1039,Belize,BLZ,2006,,0.0,0.0,0.018660365,2545.5435,107.48909,78.4042,,,2006-01-01
1084,Benin,BEN,2006,,0.0,0.0,46.045246,3914863.8,5888.8037,11463.51,,91.0,2006-01-01
1124,Bermuda,BMU,2006,,,,0.002311563,0.0,8.152717,18.093548,,,2006-01-01
1162,Bhutan,BTN,2006,,0.0,0.0,2.3658931,6249.6885,50.298676,997.2474,,,2006-01-01
1207,Bolivia,BOL,2006,,0.0,0.0,1.4256363,49550.402,1035.0078,11998.645,,,2006-01-01
1239,Bosnia and Herzegovina,BIH,2006,,0.0,0.0,0.8108592,0.0,6.376327,840.70605,,,2006-01-01
1293,Botswana,BWA,2006,,0.0,0.0,1.0849216,1171.604,17462.066,8229.9,,0.0,2006-01-01
1336,Brazil,BRA,2006,,0.0,0.0,8.255371,1340957.6,47101.875,66329.05,,,2006-01-01
1379,Brunei,BRN,2006,,0.0,0.0,0.0019680418,0.0,20.494265,164.57666,,,2006-01-01
1425,Bulgaria,BGR,2006,,0.0,0.0,0.035429712,0.0,99.5014,2029.2998,,,2006-01-01
1468,Burkina Faso,BFA,2006,,0.0,5.0,108.91645,7636179.5,7620.121,25140.023,,0.0,2006-01-01
1518,Burundi,BDI,2006,,0.0,0.0,50.839634,1841764.8,6994.9146,31109.596,,886.0,2006-01-01
1563,Cambodia,KHM,2006,,2.0,0.0,69.56878,123500.875,3496.2505,53985.332,,,2006-01-01
1629,Cameroon,CMR,2006,,2.0,0.0,80.75697,7591158.0,54635.137,28827.6,,922.0,2006-01-01
1673,Canada,CAN,2006,,0.0,0.0,0.069934376,0.0,2050.0396,1714.7345,,2.0,2006-01-01
1716,Cape Verde,CPV,2006,,0.0,0.0,1.1681001,112.02532,219.34888,637.8763,,0.0,2006-01-01
1764,Central African Republic,CAF,2006,,0.0,0.0,3.4326255,1966588.5,12762.361,20550.605,,0.0,2006-01-01
1795,Chad,TCD,2006,,1.0,0.0,120.853966,2047637.5,10333.846,19810.484,,1668.0,2006-01-01
1851,Chile,CHL,2006,,0.0,0.0,0.014243336,0.0,2191.2104,2268.8699,,,2006-01-01
1894,China,CHN,2006,,0.0,0.0,2075.593,43179.977,61785.91,1044149.0,,161.0,2006-01-01
1942,Colombia,COL,2006,,0.0,0.0,0.8160957,243670.94,4537.17,9221.1875,,,2006-01-01
1985,Comoros,COM,2006,,0.0,0.0,1.2265124,40359.31,3.6163964,1637.3403,,0.0,2006-01-01
2032,Congo,COG,2006,,0.0,0.0,0.9385101,1133495.1,7072.5938,8748.512,,175.0,2006-01-01
2075,Cook Islands,COK,2006,,0.0,0.0,8.491988e-05,0.0,1.541474,4.0380654,,,2006-01-01
2118,Costa Rica,CRI,2006,,0.0,0.0,0.0032436464,6704.111,332.49707,486.41592,,,2006-01-01
2165,Cote d'Ivoire,CIV,2006,,0.0,5.0,92.05315,10168988.0,44339.87,33376.883,,414.0,2006-01-01
2196,Croatia,HRV,2006,,0.0,0.0,0.02918238,0.0,47.34523,835.7939,,,2006-01-01
2250,Cuba,CUB,2006,,0.0,0.0,0.32307887,0.0,1057.2198,988.14825,,,2006-01-01
2293,Cyprus,CYP,2006,,0.0,0.0,0.004614717,0.0,6.920492,46.82074,,,2006-01-01
2325,Czechia,CZE,2006,,0.0,0.0,0.021621745,0.0,89.12725,872.77295,,,2006-01-01
2380,Democratic Republic of Congo,COD,2006,,14.0,0.0,40.276516,30210902.0,40488.195,176995.75,,20642.0,2006-01-01
2425,Denmark,DNK,2006,,0.0,0.0,0.017716356,0.0,217.63062,370.40045,,,2006-01-01
2464,Djibouti,DJI,2006,,0.0,0.0,3.6269126,3376.4148,1229.9752,2289.655,,,2006-01-01
2517,Dominica,DMA,2006,,0.0,0.0,0.0036433623,0.0,10.534609,20.051386,,,2006-01-01
2560,Dominican Republic,DOM,2006,,0.0,0.0,1.0925791,8864.631,4580.966,3998.2993,,,2006-01-01
2593,East Asia & Pacific (WB),,2006,,,,4070.19,4001590.2,176106.45,2231438.5,,,2006-01-01
2611,East Timor,TLS,2006,,0.0,0.0,4.0459423,127923.53,382.74707,1017.2387,,,2006-01-01
2676,Eastern Mediterranean,,2006,,119.0,,,,,,,,2006-01-01
2707,Eastern Mediterranean Region (WHO),,2006,,,,1685.7139,6767755.0,21443.076,703944.5,,,2006-01-01
2747,Ecuador,ECU,2006,,0.0,0.0,1.3447338,37771.086,2158.126,6804.802,,,2006-01-01
2790,Egypt,EGY,2006,,0.0,0.0,52.76333,0.0,196.47884,12599.462,,,2006-01-01
2833,El Salvador,SLV,2006,,0.0,0.0,0.18299627,97.63803,1942.1377,837.5908,,,2006-01-01
2866,England,,2006,,,,0.251259,0.0,3180.6982,9241.105,,,2006-01-01
2901,Equatorial Guinea,GNQ,2006,,0.0,0.0,0.17075828,351714.47,3586.3208,1507.4686,,0.0,2006-01-01
2935,Eritrea,ERI,2006,,0.0,0.0,26.059732,45805.008,2743.0298,22957.643,,0.0,2006-01-01
2981,Estonia,EST,2006,,0.0,0.0,0.021308787,0.0,203.95619,413.06177,,,2006-01-01
3034,Eswatini,SWZ,2006,,0.0,0.0,0.83128273,1222.4813,18258.762,3929.6448,,18.0,2006-01-01
3079,Ethiopia,ETH,2006,,19.0,3.0,1231.7993,10757938.0,67294.81,206435.66,,54070.0,2006-01-01
3124,Europe,,2006,,0.0,,,,,,,62.0,2006-01-01
3165,Europe & Central Asia (WB),,2006,,,,130.36333,198927.89,64786.74,462849.16,,,2006-01-01
3195,European Region (WHO),,2006,,,,130.39027,198927.89,65398.04,463600.06,,,2006-01-01
3234,Fiji,FJI,2006,,0.0,0.0,0.038484927,0.0,27.673126,276.64478,,,2006-01-01
3278,Finland,FIN,2006,,0.0,0.0,0.009807645,0.0,49.164364,356.2358,,,2006-01-01
3320,France,FRA,2006,,0.0,0.0,0.19764863,0.0,2393.8652,5267.1646,,2.0,2006-01-01
3361,G20,,2006,,,,11662.431,30962144.0,908329.9,5331155.0,,,2006-01-01
3395,Gabon,GAB,2006,,0.0,0.0,0.3497454,253034.02,3540.8066,3746.6868,,0.0,2006-01-01
3444,Gambia,GMB,2006,,0.0,0.0,6.5479145,162101.14,2263.1453,3966.1743,,0.0,2006-01-01
3477,Georgia,GEO,2006,,0.0,0.0,3.389458,304.84793,211.43008,3193.5217,,,2006-01-01
3531,Germany,DEU,2006,,0.0,0.0,0.49997905,0.0,2184.063,5045.0815,,1.0,2006-01-01
3590,Ghana,GHA,2006,,0.0,4136.0,210.21729,8050670.5,29444.498,45120.87,,3357.0,2006-01-01
3634,Greece,GRC,2006,,0.0,0.0,0.04161586,0.0,226.40793,638.4091,,,2006-01-01
3677,Greenland,GRL,2006,,,0.0,0.002280901,0.0,7.4432282,21.498714,,,2006-01-01
3720,Grenada,GRD,2006,,0.0,0.0,0.0023504172,0.0,13.64083,18.353323,,,2006-01-01
3753,Guam,GUM,2006,,,,0.0017539745,0.0,10.230585,58.365696,,,2006-01-01
3793,Guatemala,GTM,2006,,0.0,0.0,0.075865276,86192.805,1544.9885,2345.289,,,2006-01-01
3836,Guinea,GIN,2006,,0.0,0.0,73.87961,3152603.2,9825.878,14762.781,,3242.0,2006-01-01
3879,Guinea-Bissau,GNB,2006,,0.0,0.0,9.046343,145331.58,2522.6733,1962.4944,,37.0,2006-01-01
3923,Guyana,GUY,2006,,0.0,0.0,0.0031124363,68648.2,767.19977,354.78763,,,2006-01-01
3966,Haiti,HTI,2006,,0.0,0.0,0.76798356,143593.38,14661.798,7677.585,,,2006-01-01
3999,High Income (WB),,2006,,,,10.211478,4297.9497,79938.2,164417.72,,,2006-01-01
4039,Honduras,HND,2006,,0.0,0.0,1.3972335,30413.557,520.40436,2114.977,,,2006-01-01
4061,Hong Kong,HKG,2006,,0.0,,,,,,,,2006-01-01
4102,Hungary,HUN,2006,,0.0,0.0,0.119809456,0.0,97.94827,1318.4727,,,2006-01-01
4145,Iceland,ISL,2006,,0.0,0.0,0.015427736,0.0,8.146583,20.535084,,,2006-01-01
4188,India,IND,2006,,750.0,0.0,9285.823,28235312.0,109164.41,3146155.8,,1939.0,2006-01-01
4270,Indonesia,IDN,2006,,2.0,0.0,239.22284,1312195.4,9238.775,444406.62,,,2006-01-01
4323,Iran,IRN,2006,,0.0,0.0,4.0025496,36170.12,1132.8977,9767.85,,,2006-01-01
4380,Iraq,IRQ,2006,,0.0,0.0,19.052015,29.2883,125.80423,14091.746,,,2006-01-01
4426,Ireland,IRL,2006,,0.0,0.0,0.003465338,0.0,57.196545,376.7168,,,2006-01-01
4469,Israel,ISR,2006,,0.0,0.0,0.0100973975,0.0,596.7226,347.08246,,,2006-01-01
4515,Italy,ITA,2006,,0.0,0.0,0.08422038,0.0,2535.885,5982.573,,1.0,2006-01-01
4562,Jamaica,JAM,2006,,0.0,0.0,0.003132229,0.0,941.1166,156.9876,,,2006-01-01
4604,Japan,JPN,2006,,0.0,0.0,0.59314615,0.0,1554.22,23873.684,,34.0,2006-01-01
4657,Jordan,JOR,2006,,0.0,0.0,0.007923496,0.0,30.338135,438.05618,,,2006-01-01
4693,Kazakhstan,KAZ,2006,,0.0,0.0,6.7765903,0.0,483.19202,20963.145,,,2006-01-01
4747,Kenya,KEN,2006,,4.0,0.0,93.15115,4464255.5,128271.24,82441.2,,870.0,2006-01-01
4798,Kiribati,KIR,2006,,0.0,0.0,0.011565341,0.0,2.6386614,180.32825,,,2006-01-01
4843,Kuwait,KWT,2006,,0.0,0.0,0.0024841602,0.0,8.032897,665.113,,,2006-01-01
4881,Kyrgyzstan,KGZ,2006,,0.0,0.0,3.185584,597.14764,367.90216,5534.8135,,,2006-01-01
4934,Laos,LAO,2006,,0.0,0.0,51.092354,45509.508,933.9792,7611.875,,,2006-01-01
4970,Latin America & Caribbean (WB),,2006,,,,22.03947,2347306.2,117122.08,177913.84,,,2006-01-01
4999,Latvia,LVA,2006,,0.0,0.0,0.17620544,0.0,235.89066,1026.947,,,2006-01-01
5050,Lebanon,LBN,2006,,0.0,0.0,0.115109354,0.0,76.798584,722.15314,,,2006-01-01
5098,Lesotho,LSO,2006,,0.0,0.0,1.6914549,0.0,29593.477,8488.45,,0.0,2006-01-01
5139,Liberia,LBR,2006,,0.0,0.0,12.022186,1323394.0,3503.9429,5699.52,,4929.0,2006-01-01
5194,Libya,LBY,2006,,0.0,0.0,0.12820007,0.0,95.40311,957.0318,,,2006-01-01
5227,Lithuania,LTU,2006,,0.0,0.0,0.25669432,0.0,161.9776,2123.21,,,2006-01-01
5271,Low Income (WB),,2006,,,,3657.6648,123107860.0,836555.56,1181917.8,,,2006-01-01
5301,Lower Middle Income (WB),,2006,,,,15358.173,137090900.0,776473.1,5715975.5,,,2006-01-01
5340,Luxembourg,LUX,2006,,0.0,0.0,0.015394788,0.0,8.116602,35.00392,,,2006-01-01
5363,Macao,MAC,2006,,0.0,,,,,,,,2006-01-01
5404,Madagascar,MDG,2006,,0.0,0.0,52.8586,4045531.0,3036.9424,61617.996,,0.0,2006-01-01
5448,Malawi,MWI,2006,,0.0,0.0,49.891525,4260711.0,77113.945,32141.553,,4148.0,2006-01-01
5495,Malaysia,MYS,2006,,0.0,0.0,0.2898605,18973.31,3635.8555,26012.598,,237.0,2006-01-01
5555,Maldives,MDV,2006,,0.0,0.0,0.016761655,0.0,1.038481,111.76814,,,2006-01-01
5599,Mali,MLI,2006,,0.0,329.0,141.99438,6030969.0,9538.646,21422.8,,7.0,2006-01-01
5647,Malta,MLT,2006,,0.0,0.0,0.005581325,0.0,15.328117,35.571007,,,2006-01-01
5690,Marshall Islands,MHL,2006,,0.0,0.0,0.004933403,0.0,4.160061,71.23717,,,2006-01-01
5733,Mauritania,MRT,2006,,0.0,0.0,12.466906,151965.5,67.583824,3049.0515,,25.0,2006-01-01
5779,Mauritius,MUS,2006,,0.0,0.0,0.007972679,0.0,143.68135,170.6296,,0.0,2006-01-01
5822,Mexico,MEX,2006,,0.0,0.0,1.558473,7847.2886,11482.921,18585.762,,,2006-01-01
5857,Micronesia (country),FSM,2006,,0.0,0.0,0.010909341,0.0,44.853424,65.02315,,,2006-01-01
5898,Middle East & North Africa (WB),,2006,,,,89.58252,432132.84,7124.705,111405.28,,,2006-01-01
5928,Middle Income (WB),,2006,,,,2212.9316,2887127.5,828166.5,1884212.0,,,2006-01-01
5957,Moldova,MDA,2006,,0.0,0.0,0.14480321,0.0,558.43915,3741.4553,,,2006-01-01
6009,Monaco,MCO,2006,,0.0,0.0,0.000830606,0.0,1.1915207,4.8696537,,,2006-01-01
6053,Mongolia,MNG,2006,,0.0,0.0,0.14445052,0.0,15.722474,3211.0466,,,2006-01-01
6071,Montenegro,MNE,2006,,0.0,0.0,0.0005911403,0.0,4.974101,60.402004,,,2006-01-01
6140,Morocco,MAR,2006,,0.0,0.0,2.12698,0.0,1455.7019,33363.098,,,2006-01-01
6186,Mozambique,MOZ,2006,,0.0,0.0,112.72199,8451122.0,161127.48,51782.17,,6306.0,2006-01-01
6235,Myanmar,MMR,2006,,1.0,0.0,905.93427,913793.3,19959.402,135263.9,,,2006-01-01
6298,Namibia,NAM,2006,,21.0,0.0,1.1631097,70169.44,15136.394,8340.084,,185.0,2006-01-01
6348,Nauru,NRU,2006,,0.0,0.0,0.0009039054,0.0,0.8593042,7.1390414,,,2006-01-01
6395,Nepal,NPL,2006,,6.0,0.0,603.9439,36120.57,3662.4814,57209.203,,,2006-01-01
6453,Netherlands,NLD,2006,,0.0,0.0,0.29867393,0.0,641.4747,963.5001,,3.0,2006-01-01
6500,New Zealand,NZL,2006,,0.0,0.0,0.008516857,0.0,74.56451,430.06375,,,2006-01-01
6544,Nicaragua,NIC,2006,,0.0,0.0,0.0028651597,9144.122,710.47955,1541.1565,,,2006-01-01
6587,Niger,NER,2006,,14.0,110.0,207.50963,4168079.8,4055.91,20463.0,,1232.0,2006-01-01
6635,Nigeria,NGA,2006,,1269.0,16.0,1414.4962,59028436.0,155022.64,333870.4,,2028.0,2006-01-01
6687,Niue,NIU,2006,,0.0,0.0,0.0002281914,0.0,0.11902985,0.7285217,,,2006-01-01
